player,is_rookie,yrs_exp,headshot
Rajon Rondo,FALSE,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png
Derrick Rose,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201565.png
Terrence Ross,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203082.png
Terry Rozier,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626179.png
Ricky Rubio,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201937.png
D'Angelo Russell,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626156.png
Domantas Sabonis,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627734.png
Luka Samanic,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629677.png
JaKarr Sampson,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203960.png
Dario Saric,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203967.png
Tomas Satoransky,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203107.png
Jordan Schakel,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630648.png
Admiral Schofield,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629678.png
Dennis Schroder,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203471.png
Mike Scott,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203118.png
Jay Scrubb,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630206.png
Alperen Sengun,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630578.png
Collin Sexton,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png
Landry Shamet,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629013.png
Day'Ron Sharpe,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png
Pascal Siakam,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627783.png
Chris Silva,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629735.png
Ben Simmons,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627732.png
Aamir Simms,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630603.png
Marko Simonovic,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630250.png
Anfernee Simons,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629014.png
Jericho Sims,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630579.png
Javonte Smart,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630606.png
Marcus Smart,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203935.png
Chris Smith,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630607.png
Dru Smith,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630696.png
Ish Smith,FALSE,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202397.png
Jalen Smith,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630188.png
Dennis Smith Jr.,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628372.png
Xavier Sneed,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630270.png
Tony Snell,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203503.png
Jaden Springer,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png
Cassius Stanley,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630199.png
Lamar Stevens,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png
Isaiah Stewart,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630191.png
D.J. Stewart Jr.,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630597.png
Max Strus,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png
Jalen Suggs,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png
Edmond Sumner,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628410.png
Keifer Sykes,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626208.png
Anthony Tarke,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630697.png
Jae'Sean Tate,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630256.png
Jayson Tatum,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png
Terry Taylor,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630678.png
Jeff Teague,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201952.png
MaCio Teague,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630617.png
Garrett Temple,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202066.png
Emanuel Terry,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629150.png
Tyrell Terry,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630179.png
Jon Teske,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630257.png
Daniel Theis,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628464.png
Brodric Thomas,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630271.png
Cam Thomas,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png
Khyri Thomas,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629017.png
Matt Thomas,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629744.png
Ethan Thompson,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630679.png
Klay Thompson,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202691.png
Tristan Thompson,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202684.png
JT Thor,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630550.png
Sindarius Thornwell,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628414.png
Matisse Thybulle,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629680.png
Killian Tillie,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629681.png
Xavier Tillman Sr.,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png
Isaiah Todd,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630225.png
Obi Toppin,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630167.png
Juan Toscano-Anderson,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629308.png
Axel Toupane,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626253.png
Karl-Anthony Towns,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626157.png
Gary Trent Jr.,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629018.png
P.J. Tucker,FALSE,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png
Myles Turner,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png
Jonas Valanciunas,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202685.png
Denzel Valentine,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627756.png
Fred VanVleet,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627832.png
Jarred Vanderbilt,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629020.png
Devin Vassell,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630170.png
Luca Vildoza,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630492.png
Gabe Vincent,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629216.png
Nikola Vucevic,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png
Dean Wade,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629731.png
Franz Wagner,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630532.png
Moritz Wagner,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png
Ish Wainright,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630688.png
Kemba Walker,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202689.png
MJ Walker,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630640.png
Lonnie Walker IV,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png
John Wall,FALSE,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202322.png
T.J. Warren,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png
P.J. Washington,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629023.png
Duane Washington Jr.,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630613.png
Yuta Watanabe,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629139.png
Tremont Waters,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629682.png
Trendon Watford,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png
Paul Watson,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628778.png
Russell Westbrook,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png
Coby White,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629632.png
Derrick White,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png
Hassan Whiteside,FALSE,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202355.png
Joe Wieskamp,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630580.png
Aaron Wiggins,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630598.png
Andrew Wiggins,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203952.png
Grant Williams,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629684.png
Kenrich Williams,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png
Lou Williams,FALSE,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png
Patrick Williams,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630172.png
Ziaire Williams,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png
Robert Williams III,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629057.png
Zion Williamson,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629627.png
D.J. Wilson,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628391.png
Dylan Windler,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629685.png
Justise Winslow,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626159.png
Cassius Winston,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630216.png
James Wiseman,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630164.png
Christian Wood,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626174.png
Robert Woodard II,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630218.png
Delon Wright,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626153.png
Moses Wright,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630589.png
McKinley Wright IV,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630593.png
Thaddeus Young,FALSE,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201152.png
Trae Young,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png
Omer Yurtseven,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630209.png
Cody Zeller,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png
Ivica Zubac,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627826.png
